,chip_id,location,datetime,cloudpath,B02_path,B03_path,B04_path,B08_path,label_path,fold
991,bvil,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvil,/data/train_features/bvil/B02.tif,/data/train_features/bvil/B03.tif,/data/train_features/bvil/B04.tif,/data/train_features/bvil/B08.tif,/data/pseudo_labels/bvil.tif,4
992,bvje,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvje,/data/train_features/bvje/B02.tif,/data/train_features/bvje/B03.tif,/data/train_features/bvje/B04.tif,/data/train_features/bvje/B08.tif,/data/train_labels/bvje.tif,4
993,bvjo,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvjo,/data/train_features/bvjo/B02.tif,/data/train_features/bvjo/B03.tif,/data/train_features/bvjo/B04.tif,/data/train_features/bvjo/B08.tif,/data/pseudo_labels/bvjo.tif,4
994,bvkj,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvkj,/data/train_features/bvkj/B02.tif,/data/train_features/bvkj/B03.tif,/data/train_features/bvkj/B04.tif,/data/train_features/bvkj/B08.tif,/data/train_labels/bvkj.tif,4
995,bvkr,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvkr,/data/train_features/bvkr/B02.tif,/data/train_features/bvkr/B03.tif,/data/train_features/bvkr/B04.tif,/data/train_features/bvkr/B08.tif,/data/train_labels/bvkr.tif,4
996,bvkx,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvkx,/data/train_features/bvkx/B02.tif,/data/train_features/bvkx/B03.tif,/data/train_features/bvkx/B04.tif,/data/train_features/bvkx/B08.tif,/data/train_labels/bvkx.tif,4
997,bvne,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvne,/data/train_features/bvne/B02.tif,/data/train_features/bvne/B03.tif,/data/train_features/bvne/B04.tif,/data/train_features/bvne/B08.tif,/data/train_labels/bvne.tif,4
998,bvnr,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvnr,/data/train_features/bvnr/B02.tif,/data/train_features/bvnr/B03.tif,/data/train_features/bvnr/B04.tif,/data/train_features/bvnr/B08.tif,/data/pseudo_labels/bvnr.tif,4
999,bvoa,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvoa,/data/train_features/bvoa/B02.tif,/data/train_features/bvoa/B03.tif,/data/train_features/bvoa/B04.tif,/data/train_features/bvoa/B08.tif,/data/train_labels/bvoa.tif,4
1000,bvps,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvps,/data/train_features/bvps/B02.tif,/data/train_features/bvps/B03.tif,/data/train_features/bvps/B04.tif,/data/train_features/bvps/B08.tif,/data/train_labels/bvps.tif,4
1001,bvss,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvss,/data/train_features/bvss/B02.tif,/data/train_features/bvss/B03.tif,/data/train_features/bvss/B04.tif,/data/train_features/bvss/B08.tif,/data/train_labels/bvss.tif,4
1002,bvsz,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvsz,/data/train_features/bvsz/B02.tif,/data/train_features/bvsz/B03.tif,/data/train_features/bvsz/B04.tif,/data/train_features/bvsz/B08.tif,/data/train_labels/bvsz.tif,4
1003,bvvc,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvvc,/data/train_features/bvvc/B02.tif,/data/train_features/bvvc/B03.tif,/data/train_features/bvvc/B04.tif,/data/train_features/bvvc/B08.tif,/data/train_labels/bvvc.tif,4
1004,bvvh,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvvh,/data/train_features/bvvh/B02.tif,/data/train_features/bvvh/B03.tif,/data/train_features/bvvh/B04.tif,/data/train_features/bvvh/B08.tif,/data/train_labels/bvvh.tif,4
1005,bvwn,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvwn,/data/train_features/bvwn/B02.tif,/data/train_features/bvwn/B03.tif,/data/train_features/bvwn/B04.tif,/data/train_features/bvwn/B08.tif,/data/train_labels/bvwn.tif,4
1006,bvwz,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvwz,/data/train_features/bvwz/B02.tif,/data/train_features/bvwz/B03.tif,/data/train_features/bvwz/B04.tif,/data/train_features/bvwz/B08.tif,/data/pseudo_labels/bvwz.tif,4
1007,bvza,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvza,/data/train_features/bvza/B02.tif,/data/train_features/bvza/B03.tif,/data/train_features/bvza/B04.tif,/data/train_features/bvza/B08.tif,/data/train_labels/bvza.tif,4
1008,bvzx,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bvzx,/data/train_features/bvzx/B02.tif,/data/train_features/bvzx/B03.tif,/data/train_features/bvzx/B04.tif,/data/train_features/bvzx/B08.tif,/data/train_labels/bvzx.tif,4
1009,bwao,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwao,/data/train_features/bwao/B02.tif,/data/train_features/bwao/B03.tif,/data/train_features/bwao/B04.tif,/data/train_features/bwao/B08.tif,/data/train_labels/bwao.tif,4
1010,bwcc,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwcc,/data/train_features/bwcc/B02.tif,/data/train_features/bwcc/B03.tif,/data/train_features/bwcc/B04.tif,/data/train_features/bwcc/B08.tif,/data/train_labels/bwcc.tif,4
1011,bwdd,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwdd,/data/train_features/bwdd/B02.tif,/data/train_features/bwdd/B03.tif,/data/train_features/bwdd/B04.tif,/data/train_features/bwdd/B08.tif,/data/train_labels/bwdd.tif,4
1012,bwdp,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwdp,/data/train_features/bwdp/B02.tif,/data/train_features/bwdp/B03.tif,/data/train_features/bwdp/B04.tif,/data/train_features/bwdp/B08.tif,/data/train_labels/bwdp.tif,4
1013,bwio,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwio,/data/train_features/bwio/B02.tif,/data/train_features/bwio/B03.tif,/data/train_features/bwio/B04.tif,/data/train_features/bwio/B08.tif,/data/train_labels/bwio.tif,4
1014,bwjs,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwjs,/data/train_features/bwjs/B02.tif,/data/train_features/bwjs/B03.tif,/data/train_features/bwjs/B04.tif,/data/train_features/bwjs/B08.tif,/data/train_labels/bwjs.tif,4
1015,bwjt,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwjt,/data/train_features/bwjt/B02.tif,/data/train_features/bwjt/B03.tif,/data/train_features/bwjt/B04.tif,/data/train_features/bwjt/B08.tif,/data/train_labels/bwjt.tif,4
1016,bwju,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwju,/data/train_features/bwju/B02.tif,/data/train_features/bwju/B03.tif,/data/train_features/bwju/B04.tif,/data/train_features/bwju/B08.tif,/data/pseudo_labels/bwju.tif,4
1017,bwjy,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwjy,/data/train_features/bwjy/B02.tif,/data/train_features/bwjy/B03.tif,/data/train_features/bwjy/B04.tif,/data/train_features/bwjy/B08.tif,/data/train_labels/bwjy.tif,4
1018,bwka,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwka,/data/train_features/bwka/B02.tif,/data/train_features/bwka/B03.tif,/data/train_features/bwka/B04.tif,/data/train_features/bwka/B08.tif,/data/train_labels/bwka.tif,4
1019,bwkt,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwkt,/data/train_features/bwkt/B02.tif,/data/train_features/bwkt/B03.tif,/data/train_features/bwkt/B04.tif,/data/train_features/bwkt/B08.tif,/data/pseudo_labels/bwkt.tif,4
1020,bwlz,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwlz,/data/train_features/bwlz/B02.tif,/data/train_features/bwlz/B03.tif,/data/train_features/bwlz/B04.tif,/data/train_features/bwlz/B08.tif,/data/train_labels/bwlz.tif,4
1021,bwnp,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwnp,/data/train_features/bwnp/B02.tif,/data/train_features/bwnp/B03.tif,/data/train_features/bwnp/B04.tif,/data/train_features/bwnp/B08.tif,/data/train_labels/bwnp.tif,4
1022,bwnr,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwnr,/data/train_features/bwnr/B02.tif,/data/train_features/bwnr/B03.tif,/data/train_features/bwnr/B04.tif,/data/train_features/bwnr/B08.tif,/data/pseudo_labels/bwnr.tif,4
1023,bwog,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwog,/data/train_features/bwog/B02.tif,/data/train_features/bwog/B03.tif,/data/train_features/bwog/B04.tif,/data/train_features/bwog/B08.tif,/data/train_labels/bwog.tif,4
1024,bwoh,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwoh,/data/train_features/bwoh/B02.tif,/data/train_features/bwoh/B03.tif,/data/train_features/bwoh/B04.tif,/data/train_features/bwoh/B08.tif,/data/train_labels/bwoh.tif,4
1025,bwos,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwos,/data/train_features/bwos/B02.tif,/data/train_features/bwos/B03.tif,/data/train_features/bwos/B04.tif,/data/train_features/bwos/B08.tif,/data/pseudo_labels/bwos.tif,4
1026,bwpy,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwpy,/data/train_features/bwpy/B02.tif,/data/train_features/bwpy/B03.tif,/data/train_features/bwpy/B04.tif,/data/train_features/bwpy/B08.tif,/data/train_labels/bwpy.tif,4
1027,bwqx,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwqx,/data/train_features/bwqx/B02.tif,/data/train_features/bwqx/B03.tif,/data/train_features/bwqx/B04.tif,/data/train_features/bwqx/B08.tif,/data/pseudo_labels/bwqx.tif,4
1028,bwrd,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwrd,/data/train_features/bwrd/B02.tif,/data/train_features/bwrd/B03.tif,/data/train_features/bwrd/B04.tif,/data/train_features/bwrd/B08.tif,/data/train_labels/bwrd.tif,4
1029,bwsb,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwsb,/data/train_features/bwsb/B02.tif,/data/train_features/bwsb/B03.tif,/data/train_features/bwsb/B04.tif,/data/train_features/bwsb/B08.tif,/data/train_labels/bwsb.tif,4
1030,bwtj,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwtj,/data/train_features/bwtj/B02.tif,/data/train_features/bwtj/B03.tif,/data/train_features/bwtj/B04.tif,/data/train_features/bwtj/B08.tif,/data/train_labels/bwtj.tif,4
1031,bwto,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwto,/data/train_features/bwto/B02.tif,/data/train_features/bwto/B03.tif,/data/train_features/bwto/B04.tif,/data/train_features/bwto/B08.tif,/data/train_labels/bwto.tif,4
1032,bwwr,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwwr,/data/train_features/bwwr/B02.tif,/data/train_features/bwwr/B03.tif,/data/train_features/bwwr/B04.tif,/data/train_features/bwwr/B08.tif,/data/train_labels/bwwr.tif,4
1033,bwya,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bwya,/data/train_features/bwya/B02.tif,/data/train_features/bwya/B03.tif,/data/train_features/bwya/B04.tif,/data/train_features/bwya/B08.tif,/data/pseudo_labels/bwya.tif,4
1034,bxar,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxar,/data/train_features/bxar/B02.tif,/data/train_features/bxar/B03.tif,/data/train_features/bxar/B04.tif,/data/train_features/bxar/B08.tif,/data/train_labels/bxar.tif,4
1035,bxau,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxau,/data/train_features/bxau/B02.tif,/data/train_features/bxau/B03.tif,/data/train_features/bxau/B04.tif,/data/train_features/bxau/B08.tif,/data/train_labels/bxau.tif,4
1036,bxdp,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxdp,/data/train_features/bxdp/B02.tif,/data/train_features/bxdp/B03.tif,/data/train_features/bxdp/B04.tif,/data/train_features/bxdp/B08.tif,/data/train_labels/bxdp.tif,4
1037,bxek,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxek,/data/train_features/bxek/B02.tif,/data/train_features/bxek/B03.tif,/data/train_features/bxek/B04.tif,/data/train_features/bxek/B08.tif,/data/train_labels/bxek.tif,4
1038,bxer,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxer,/data/train_features/bxer/B02.tif,/data/train_features/bxer/B03.tif,/data/train_features/bxer/B04.tif,/data/train_features/bxer/B08.tif,/data/pseudo_labels/bxer.tif,4
1039,bxgo,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxgo,/data/train_features/bxgo/B02.tif,/data/train_features/bxgo/B03.tif,/data/train_features/bxgo/B04.tif,/data/train_features/bxgo/B08.tif,/data/train_labels/bxgo.tif,4
1040,bxhc,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxhc,/data/train_features/bxhc/B02.tif,/data/train_features/bxhc/B03.tif,/data/train_features/bxhc/B04.tif,/data/train_features/bxhc/B08.tif,/data/train_labels/bxhc.tif,4
1041,bxio,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxio,/data/train_features/bxio/B02.tif,/data/train_features/bxio/B03.tif,/data/train_features/bxio/B04.tif,/data/train_features/bxio/B08.tif,/data/pseudo_labels/bxio.tif,4
1042,bxkg,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxkg,/data/train_features/bxkg/B02.tif,/data/train_features/bxkg/B03.tif,/data/train_features/bxkg/B04.tif,/data/train_features/bxkg/B08.tif,/data/pseudo_labels/bxkg.tif,4
1043,bxnl,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxnl,/data/train_features/bxnl/B02.tif,/data/train_features/bxnl/B03.tif,/data/train_features/bxnl/B04.tif,/data/train_features/bxnl/B08.tif,/data/train_labels/bxnl.tif,4
1044,bxod,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxod,/data/train_features/bxod/B02.tif,/data/train_features/bxod/B03.tif,/data/train_features/bxod/B04.tif,/data/train_features/bxod/B08.tif,/data/train_labels/bxod.tif,4
1045,bxog,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxog,/data/train_features/bxog/B02.tif,/data/train_features/bxog/B03.tif,/data/train_features/bxog/B04.tif,/data/train_features/bxog/B08.tif,/data/pseudo_labels/bxog.tif,4
1046,bxop,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxop,/data/train_features/bxop/B02.tif,/data/train_features/bxop/B03.tif,/data/train_features/bxop/B04.tif,/data/train_features/bxop/B08.tif,/data/pseudo_labels/bxop.tif,4
1047,bxoq,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxoq,/data/train_features/bxoq/B02.tif,/data/train_features/bxoq/B03.tif,/data/train_features/bxoq/B04.tif,/data/train_features/bxoq/B08.tif,/data/train_labels/bxoq.tif,4
1048,bxow,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxow,/data/train_features/bxow/B02.tif,/data/train_features/bxow/B03.tif,/data/train_features/bxow/B04.tif,/data/train_features/bxow/B08.tif,/data/train_labels/bxow.tif,4
1049,bxpb,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxpb,/data/train_features/bxpb/B02.tif,/data/train_features/bxpb/B03.tif,/data/train_features/bxpb/B04.tif,/data/train_features/bxpb/B08.tif,/data/train_labels/bxpb.tif,4
1050,bxpd,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxpd,/data/train_features/bxpd/B02.tif,/data/train_features/bxpd/B03.tif,/data/train_features/bxpd/B04.tif,/data/train_features/bxpd/B08.tif,/data/train_labels/bxpd.tif,4
1051,bxpv,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxpv,/data/train_features/bxpv/B02.tif,/data/train_features/bxpv/B03.tif,/data/train_features/bxpv/B04.tif,/data/train_features/bxpv/B08.tif,/data/train_labels/bxpv.tif,4
1052,bxql,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxql,/data/train_features/bxql/B02.tif,/data/train_features/bxql/B03.tif,/data/train_features/bxql/B04.tif,/data/train_features/bxql/B08.tif,/data/train_labels/bxql.tif,4
1053,bxqp,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxqp,/data/train_features/bxqp/B02.tif,/data/train_features/bxqp/B03.tif,/data/train_features/bxqp/B04.tif,/data/train_features/bxqp/B08.tif,/data/train_labels/bxqp.tif,4
1054,bxts,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxts,/data/train_features/bxts/B02.tif,/data/train_features/bxts/B03.tif,/data/train_features/bxts/B04.tif,/data/train_features/bxts/B08.tif,/data/pseudo_labels/bxts.tif,4
1055,bxtw,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxtw,/data/train_features/bxtw/B02.tif,/data/train_features/bxtw/B03.tif,/data/train_features/bxtw/B04.tif,/data/train_features/bxtw/B08.tif,/data/train_labels/bxtw.tif,4
1056,bxux,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxux,/data/train_features/bxux/B02.tif,/data/train_features/bxux/B03.tif,/data/train_features/bxux/B04.tif,/data/train_features/bxux/B08.tif,/data/pseudo_labels/bxux.tif,4
1057,bxvp,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxvp,/data/train_features/bxvp/B02.tif,/data/train_features/bxvp/B03.tif,/data/train_features/bxvp/B04.tif,/data/train_features/bxvp/B08.tif,/data/train_labels/bxvp.tif,4
1058,bxvv,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxvv,/data/train_features/bxvv/B02.tif,/data/train_features/bxvv/B03.tif,/data/train_features/bxvv/B04.tif,/data/train_features/bxvv/B08.tif,/data/train_labels/bxvv.tif,4
1059,bxwr,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxwr,/data/train_features/bxwr/B02.tif,/data/train_features/bxwr/B03.tif,/data/train_features/bxwr/B04.tif,/data/train_features/bxwr/B08.tif,/data/train_labels/bxwr.tif,4
1060,bxxh,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxxh,/data/train_features/bxxh/B02.tif,/data/train_features/bxxh/B03.tif,/data/train_features/bxxh/B04.tif,/data/train_features/bxxh/B08.tif,/data/train_labels/bxxh.tif,4
1061,bxyj,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxyj,/data/train_features/bxyj/B02.tif,/data/train_features/bxyj/B03.tif,/data/train_features/bxyj/B04.tif,/data/train_features/bxyj/B08.tif,/data/pseudo_labels/bxyj.tif,4
1062,bxyx,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bxyx,/data/train_features/bxyx/B02.tif,/data/train_features/bxyx/B03.tif,/data/train_features/bxyx/B04.tif,/data/train_features/bxyx/B08.tif,/data/train_labels/bxyx.tif,4
1063,byat,Adelaide,2020-09-11T00:56:48Z,az://./train_features/byat,/data/train_features/byat/B02.tif,/data/train_features/byat/B03.tif,/data/train_features/byat/B04.tif,/data/train_features/byat/B08.tif,/data/pseudo_labels/byat.tif,4
1064,bybt,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bybt,/data/train_features/bybt/B02.tif,/data/train_features/bybt/B03.tif,/data/train_features/bybt/B04.tif,/data/train_features/bybt/B08.tif,/data/train_labels/bybt.tif,4
1065,bybv,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bybv,/data/train_features/bybv/B02.tif,/data/train_features/bybv/B03.tif,/data/train_features/bybv/B04.tif,/data/train_features/bybv/B08.tif,/data/train_labels/bybv.tif,4
1066,bycf,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bycf,/data/train_features/bycf/B02.tif,/data/train_features/bycf/B03.tif,/data/train_features/bycf/B04.tif,/data/train_features/bycf/B08.tif,/data/train_labels/bycf.tif,4
1067,bydd,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bydd,/data/train_features/bydd/B02.tif,/data/train_features/bydd/B03.tif,/data/train_features/bydd/B04.tif,/data/train_features/bydd/B08.tif,/data/train_labels/bydd.tif,4
1068,byeo,Adelaide,2020-09-11T00:56:48Z,az://./train_features/byeo,/data/train_features/byeo/B02.tif,/data/train_features/byeo/B03.tif,/data/train_features/byeo/B04.tif,/data/train_features/byeo/B08.tif,/data/train_labels/byeo.tif,4
1069,byfc,Adelaide,2020-09-11T00:56:48Z,az://./train_features/byfc,/data/train_features/byfc/B02.tif,/data/train_features/byfc/B03.tif,/data/train_features/byfc/B04.tif,/data/train_features/byfc/B08.tif,/data/train_labels/byfc.tif,4
1070,byfn,Adelaide,2020-09-11T00:56:48Z,az://./train_features/byfn,/data/train_features/byfn/B02.tif,/data/train_features/byfn/B03.tif,/data/train_features/byfn/B04.tif,/data/train_features/byfn/B08.tif,/data/train_labels/byfn.tif,4
1071,bygq,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bygq,/data/train_features/bygq/B02.tif,/data/train_features/bygq/B03.tif,/data/train_features/bygq/B04.tif,/data/train_features/bygq/B08.tif,/data/train_labels/bygq.tif,4
1072,byho,Adelaide,2020-09-11T00:56:48Z,az://./train_features/byho,/data/train_features/byho/B02.tif,/data/train_features/byho/B03.tif,/data/train_features/byho/B04.tif,/data/train_features/byho/B08.tif,/data/train_labels/byho.tif,4
1073,byit,Adelaide,2020-09-11T00:56:48Z,az://./train_features/byit,/data/train_features/byit/B02.tif,/data/train_features/byit/B03.tif,/data/train_features/byit/B04.tif,/data/train_features/byit/B08.tif,/data/pseudo_labels/byit.tif,4
1074,byji,Adelaide,2020-09-11T00:56:48Z,az://./train_features/byji,/data/train_features/byji/B02.tif,/data/train_features/byji/B03.tif,/data/train_features/byji/B04.tif,/data/train_features/byji/B08.tif,/data/train_labels/byji.tif,4
1075,byka,Adelaide,2020-09-11T00:56:48Z,az://./train_features/byka,/data/train_features/byka/B02.tif,/data/train_features/byka/B03.tif,/data/train_features/byka/B04.tif,/data/train_features/byka/B08.tif,/data/pseudo_labels/byka.tif,4
1076,bykq,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bykq,/data/train_features/bykq/B02.tif,/data/train_features/bykq/B03.tif,/data/train_features/bykq/B04.tif,/data/train_features/bykq/B08.tif,/data/train_labels/bykq.tif,4
1077,bylr,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bylr,/data/train_features/bylr/B02.tif,/data/train_features/bylr/B03.tif,/data/train_features/bylr/B04.tif,/data/train_features/bylr/B08.tif,/data/train_labels/bylr.tif,4
1078,bylu,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bylu,/data/train_features/bylu/B02.tif,/data/train_features/bylu/B03.tif,/data/train_features/bylu/B04.tif,/data/train_features/bylu/B08.tif,/data/pseudo_labels/bylu.tif,4
1079,bylv,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bylv,/data/train_features/bylv/B02.tif,/data/train_features/bylv/B03.tif,/data/train_features/bylv/B04.tif,/data/train_features/bylv/B08.tif,/data/pseudo_labels/bylv.tif,4
1080,bymd,Adelaide,2020-09-11T00:56:48Z,az://./train_features/bymd,/data/train_features/bymd/B02.tif,/data/train_features/bymd/B03.tif,/data/train_features/bymd/B04.tif,/data/train_features/bymd/B08.tif,/data/train_labels/bymd.tif,4
1081,byoj,Adelaide,2020-09-11T00:56:48Z,az://./train_features/byoj,/data/train_features/byoj/B02.tif,/data/train_features/byoj/B03.tif,/data/train_features/byoj/B04.tif,/data/train_features/byoj/B08.tif,/data/train_labels/byoj.tif,4
1082,byon,Adelaide,2020-09-11T00:56:48Z,az://./train_features/byon,/data/train_features/byon/B02.tif,/data/train_features/byon/B03.tif,/data/train_features/byon/B04.tif,/data/train_features/byon/B08.tif,/data/train_labels/byon.tif,4
1083,byqa,Adelaide,2020-09-11T00:56:48Z,az://./train_features/byqa,/data/train_features/byqa/B02.tif,/data/train_features/byqa/B03.tif,/data/train_features/byqa/B04.tif,/data/train_features/byqa/B08.tif,/data/train_labels/byqa.tif,4
1084,byqo,Adelaide,2020-09-11T00:56:48Z,az://./train_features/byqo,/data/train_features/byqo/B02.tif,/data/train_features/byqo/B03.tif,/data/train_features/byqo/B04.tif,/data/train_features/byqo/B08.tif,/data/pseudo_labels/byqo.tif,4
1085,byrn,Para,2020-09-10T13:53:38Z,az://./train_features/byrn,/data/train_features/byrn/B02.tif,/data/train_features/byrn/B03.tif,/data/train_features/byrn/B04.tif,/data/train_features/byrn/B08.tif,/data/train_labels/byrn.tif,2
1086,byro,Para,2020-09-10T13:53:38Z,az://./train_features/byro,/data/train_features/byro/B02.tif,/data/train_features/byro/B03.tif,/data/train_features/byro/B04.tif,/data/train_features/byro/B08.tif,/data/train_labels/byro.tif,2
1087,byrw,Para,2020-09-10T13:53:38Z,az://./train_features/byrw,/data/train_features/byrw/B02.tif,/data/train_features/byrw/B03.tif,/data/train_features/byrw/B04.tif,/data/train_features/byrw/B08.tif,/data/pseudo_labels/byrw.tif,2
1088,bysz,Para,2020-09-10T13:53:38Z,az://./train_features/bysz,/data/train_features/bysz/B02.tif,/data/train_features/bysz/B03.tif,/data/train_features/bysz/B04.tif,/data/train_features/bysz/B08.tif,/data/train_labels/bysz.tif,2
1089,bytb,Para,2020-09-10T13:53:38Z,az://./train_features/bytb,/data/train_features/bytb/B02.tif,/data/train_features/bytb/B03.tif,/data/train_features/bytb/B04.tif,/data/train_features/bytb/B08.tif,/data/train_labels/bytb.tif,2
1090,byte,Para,2020-09-10T13:53:38Z,az://./train_features/byte,/data/train_features/byte/B02.tif,/data/train_features/byte/B03.tif,/data/train_features/byte/B04.tif,/data/train_features/byte/B08.tif,/data/train_labels/byte.tif,2
1091,byts,Para,2020-09-10T13:53:38Z,az://./train_features/byts,/data/train_features/byts/B02.tif,/data/train_features/byts/B03.tif,/data/train_features/byts/B04.tif,/data/train_features/byts/B08.tif,/data/pseudo_labels/byts.tif,2
1092,byuq,Para,2020-09-10T13:53:38Z,az://./train_features/byuq,/data/train_features/byuq/B02.tif,/data/train_features/byuq/B03.tif,/data/train_features/byuq/B04.tif,/data/train_features/byuq/B08.tif,/data/train_labels/byuq.tif,2
1093,byvd,Para,2020-09-10T13:53:38Z,az://./train_features/byvd,/data/train_features/byvd/B02.tif,/data/train_features/byvd/B03.tif,/data/train_features/byvd/B04.tif,/data/train_features/byvd/B08.tif,/data/pseudo_labels/byvd.tif,2
1094,byvg,Para,2020-09-10T13:53:38Z,az://./train_features/byvg,/data/train_features/byvg/B02.tif,/data/train_features/byvg/B03.tif,/data/train_features/byvg/B04.tif,/data/train_features/byvg/B08.tif,/data/train_labels/byvg.tif,2
1095,byxz,Para,2020-09-10T13:53:38Z,az://./train_features/byxz,/data/train_features/byxz/B02.tif,/data/train_features/byxz/B03.tif,/data/train_features/byxz/B04.tif,/data/train_features/byxz/B08.tif,/data/train_labels/byxz.tif,2
1096,byze,Para,2020-09-10T13:53:38Z,az://./train_features/byze,/data/train_features/byze/B02.tif,/data/train_features/byze/B03.tif,/data/train_features/byze/B04.tif,/data/train_features/byze/B08.tif,/data/train_labels/byze.tif,2
1097,byzj,Para,2020-09-10T13:53:38Z,az://./train_features/byzj,/data/train_features/byzj/B02.tif,/data/train_features/byzj/B03.tif,/data/train_features/byzj/B04.tif,/data/train_features/byzj/B08.tif,/data/train_labels/byzj.tif,2
1098,byzl,Para,2020-09-10T13:53:38Z,az://./train_features/byzl,/data/train_features/byzl/B02.tif,/data/train_features/byzl/B03.tif,/data/train_features/byzl/B04.tif,/data/train_features/byzl/B08.tif,/data/train_labels/byzl.tif,2
1099,byzm,Para,2020-09-10T13:53:38Z,az://./train_features/byzm,/data/train_features/byzm/B02.tif,/data/train_features/byzm/B03.tif,/data/train_features/byzm/B04.tif,/data/train_features/byzm/B08.tif,/data/pseudo_labels/byzm.tif,2
1100,byzn,Para,2020-09-10T13:53:38Z,az://./train_features/byzn,/data/train_features/byzn/B02.tif,/data/train_features/byzn/B03.tif,/data/train_features/byzn/B04.tif,/data/train_features/byzn/B08.tif,/data/train_labels/byzn.tif,2
